timestamp,india_vix,nifty_curr_expiry,nifty_curr_strike,nifty_curr_spot,nifty_curr_call_ltp,nifty_curr_put_ltp,nifty_curr_straddle,nifty_curr_call_vol,nifty_curr_put_vol,nifty_curr_total_vol,nifty_curr_call_iv,nifty_curr_put_iv,nifty_curr_straddle_iv,nifty_curr_vwap,nifty_curr_ivp,nifty_next_expiry,nifty_next_strike,nifty_next_call_ltp,nifty_next_put_ltp,nifty_next_straddle,nifty_next_call_vol,nifty_next_put_vol,nifty_next_total_vol,nifty_next_call_iv,nifty_next_put_iv,nifty_next_straddle_iv,nifty_next_vwap,nifty_next_ivp,banknifty_curr_expiry,banknifty_curr_strike,banknifty_curr_spot,banknifty_curr_call_ltp,banknifty_curr_put_ltp,banknifty_curr_straddle,banknifty_curr_call_vol,banknifty_curr_put_vol,banknifty_curr_total_vol,banknifty_curr_call_iv,banknifty_curr_put_iv,banknifty_curr_straddle_iv,banknifty_curr_vwap,banknifty_curr_ivp,banknifty_next_expiry,banknifty_next_strike,banknifty_next_call_ltp,banknifty_next_put_ltp,banknifty_next_straddle,banknifty_next_call_vol,banknifty_next_put_vol,banknifty_next_total_vol,banknifty_next_call_iv,banknifty_next_put_iv,banknifty_next_straddle_iv,banknifty_next_vwap,banknifty_next_ivp
2025-07-24 11:15:16,10.66,24-Jul-2025,25150,25150.2,29.45,21.15,50.6,2769802,5702760,8472562,5.66,4.65,10.3,103.08,3.3,31-Jul-2025,25150,141.85,110.75,252.6,47700,85946,133646,8.55,9.42,18.0,267.31,50.0,31-Jul-2025,57000,57047.4,381.0,293.9,674.9,136040,159550,295590,9.47,11.59,21.1,701.85,73.3,28-Aug-2025,57000,842.85,595.0,1437.85,6598,6731,13329,7.06,12.21,19.3,1444.02,53.3
2025-07-24 11:16:07,10.68,24-Jul-2025,25150,25150.2,28.65,22.2,50.85,2845175,5856244,8701419,5.66,4.65,10.3,101.02,3.3,31-Jul-2025,25150,141.05,112.0,253.05,48755,88561,137316,8.55,9.42,18.0,266.78,50.0,31-Jul-2025,57000,57047.4,381.0,293.9,674.9,136040,159550,295590,9.47,11.59,21.1,700.49,73.3,28-Aug-2025,57000,842.85,595.0,1437.85,6598,6731,13329,7.06,12.21,19.3,1443.67,53.3
2025-07-24 11:17:46,10.67,24-Jul-2025,25150,25145.4,30.5,21.2,51.7,2917476,5995553,8913029,5.66,4.65,10.3,98.98,3.3,31-Jul-2025,25150,142.8,110.3,253.1,49845,92431,142276,8.55,9.42,18.0,266.27,50.0,31-Jul-2025,57000,57037.6,385.05,289.1,674.1500000000001,137807,162120,299927,9.47,11.59,21.1,699.2,73.3,28-Aug-2025,57000,846.35,590.55,1436.9,6612,6937,13549,7.06,12.21,19.3,1443.37,53.3
2025-07-24 11:20:28,10.68,24-Jul-2025,25150,25142.5,28.4,22.9,51.3,3063305,6281595,9344900,5.66,4.65,10.3,96.95,3.3,31-Jul-2025,25150,140.9,114.0,254.9,52116,96585,148701,8.55,9.42,18.0,265.76,50.0,31-Jul-2025,57100,57068.9,338.75,329.65,668.4,79300,103563,182863,9.53,11.61,21.1,697.84,73.3,28-Aug-2025,57100,806.15,637.1,1443.25,668,752,1420,7.33,12.39,19.7,1443.05,96.7
2025-07-24 11:21:59,10.73,24-Jul-2025,25150,25140.7,23.45,30.25,53.7,3201388,6580286,9781674,5.66,4.65,10.3,94.87,3.3,31-Jul-2025,25150,136.0,119.85,255.85,53744,101890,155634,8.55,9.42,18.0,265.27,50.0,31-Jul-2025,57100,57050.4,329.75,338.0,667.75,79697,104019,183716,9.53,11.61,21.1,696.71,73.3,28-Aug-2025,57100,797.9,645.5,1443.4,676,758,1434,7.33,12.39,19.7,1442.99,93.3
2025-07-24 11:23:12,10.7,24-Jul-2025,25150,25128.7,22.2,29.3,51.5,3312321,6740069,10052390,5.64,4.13,9.8,92.84,3.3,31-Jul-2025,25150,135.7,119.6,255.3,55079,103430,158509,8.68,9.55,18.2,264.9,100.0,31-Jul-2025,57000,57028.2,373.1,298.75,671.85,143079,169264,312343,9.71,11.46,21.2,695.38,96.7,28-Aug-2025,57000,838.45,598.5,1436.95,6794,7081,13875,7.16,12.18,19.3,1443.31,53.3
2025-07-24 11:24:24,10.73,24-Jul-2025,25150,25128.7,20.6,35.55,56.15,3422518,6905730,10328248,5.64,4.13,9.8,90.75,3.3,31-Jul-2025,25150,131.85,124.1,255.95,56564,105422,161986,8.68,9.55,18.2,264.53,96.7,31-Jul-2025,57000,57006.1,355.0,316.95,671.95,148111,177973,326084,9.71,11.46,21.2,693.67,93.3,28-Aug-2025,57000,819.35,617.7,1437.0500000000002,7052,7362,14414,7.16,12.18,19.3,1443.57,53.3
2025-07-24 11:28:01,10.77,24-Jul-2025,25100,25108.7,40.75,24.8,65.55,1713165,4926445,6639610,7.02,5.17,12.2,88.86,36.7,31-Jul-2025,25100,153.2,109.75,262.95,62704,136045,198749,8.72,9.64,18.4,264.19,100.0,31-Jul-2025,57000,56979.2,357.0,317.5,674.5,151959,184588,336547,9.71,11.46,21.2,692.17,90.0,28-Aug-2025,57000,821.4,615.0,1436.4,7398,7629,15027,7.16,12.18,19.3,1443.95,50.0
2025-07-24 12:29:12,10.88,24-Jul-2025,25050,25066.0,42.6,26.7,69.3,2106905,6379384,8486289,5.21,8.38,13.6,87.53,40.0,31-Jul-2025,25050,154.75,112.1,266.85,41691,109820,151511,8.44,10.47,18.9,263.89,100.0,31-Jul-2025,56900,56921.6,394.55,297.25,691.8,46406,81202,127608,10.17,11.67,21.8,691.12,100.0,28-Aug-2025,56900,873.55,603.0,1476.55,760,580,1340,7.72,12.28,20.0,1443.56,100.0
2025-07-24 12:30:14,10.82,24-Jul-2025,25050,25066.0,44.15,24.15,68.3,2125021,6410352,8535373,5.21,8.38,13.6,86.15,36.7,31-Jul-2025,25050,155.65,109.8,265.45,41889,110275,152164,8.44,10.47,18.9,263.68,96.7,31-Jul-2025,56900,56921.6,397.2,293.0,690.2,46608,81344,127952,10.17,11.67,21.8,690.86,96.7,28-Aug-2025,56900,875.1,603.0,1478.1,761,580,1341,7.72,12.28,20.0,1443.71,96.7
2025-07-24 12:31:24,10.81,24-Jul-2025,25100,25079.2,20.7,43.4,64.1,5776557,9394156,15170713,6.12,9.22,15.3,84.82,43.3,31-Jul-2025,25100,130.15,128.0,258.15,182877,250916,433793,8.51,10.51,19.0,263.47,100.0,31-Jul-2025,57000,56956.6,349.35,325.35,674.7,214242,269150,483392,10.2,11.67,21.9,689.36,100.0,28-Aug-2025,57000,820.55,627.65,1448.1999999999998,11122,11757,22879,7.73,12.3,20.0,1442.66,93.3
2025-07-24 12:32:40,10.76,24-Jul-2025,25050,25072.6,46.0,20.1,66.1,2258695,6621795,8880490,5.07,6.89,12.0,82.87,33.3,31-Jul-2025,25050,155.9,106.0,261.9,43750,112604,156354,8.46,10.25,18.7,262.88,90.0,31-Jul-2025,56900,56942.8,396.1,284.6,680.7,48328,83037,131365,10.0,11.48,21.5,688.14,90.0,28-Aug-2025,56900,873.9,589.0,1462.9,768,584,1352,7.6,12.22,19.8,1443.06,90.0
2025-07-24 13:09:54,10.86,24-Jul-2025,25050,25055.8,28.9,24.05,52.95,3622559,9418694,13041253,6.01,5.8,11.8,81.49,33.3,31-Jul-2025,25050,147.0,116.75,263.75,57579,134009,191588,8.89,10.14,19.0,262.59,96.7,31-Jul-2025,56900,56888.7,370.8,303.5,674.3,57459,98255,155714,10.46,11.15,21.6,686.41,90.0,28-Aug-2025,56900,862.45,613.8,1476.25,885,678,1563,8.02,12.14,20.2,1442.2,100.0
2025-07-24 13:10:40,10.87,24-Jul-2025,25050,25056.2,32.15,23.15,55.3,3652702,9462330,13115032,0.0,0.0,0.0,79.26,0.0,31-Jul-2025,25050,148.9,115.4,264.3,57779,134251,192030,8.7,0.0,8.7,262.33,0.0,31-Jul-2025,56900,56903.3,377.4,297.05,674.45,57759,98723,156482,0.0,0.0,0.0,684.15,0.0,28-Aug-2025,56900,862.45,605.25,1467.7,885,688,1573,0.0,0.0,0.0,1441.3,0.0
2025-07-24 13:12:59,10.87,24-Jul-2025,25050,25055.8,32.75,23.2,55.95,3711381,9553950,13265331,4.68,5.33,10.0,77.34,10.0,31-Jul-2025,25050,148.8,115.6,264.4,58106,134474,192580,8.7,10.11,18.8,262.16,86.7,31-Jul-2025,56900,56899.9,380.0,296.0,676.0,58289,99247,157536,10.23,11.05,21.3,683.61,80.0,28-Aug-2025,56900,862.95,605.25,1468.2,886,689,1575,7.9,12.17,20.1,1441.49,96.7
2025-07-24 13:15:58,10.86,24-Jul-2025,25050,25057.2,37.05,17.7,54.75,3822568,9716176,13538744,4.68,5.33,10.0,75.39,10.0,31-Jul-2025,25050,152.35,111.0,263.35,58825,135368,194193,8.7,10.11,18.8,261.95,83.3,31-Jul-2025,56900,56914.2,383.55,289.0,672.55,59017,99960,158977,10.23,11.05,21.3,681.3,76.7,28-Aug-2025,56900,871.6,597.15,1468.75,892,692,1584,7.9,12.17,20.1,1439.99,93.3
2025-07-24 13:16:40,10.88,24-Jul-2025,25050,25065.6,32.3,20.15,52.45,3904925,9820732,13725657,4.68,5.33,10.0,73.45,10.0,31-Jul-2025,25050,152.95,110.45,263.4,59370,136078,195448,8.7,10.11,18.8,261.71,80.0,31-Jul-2025,56900,56931.4,379.8,292.55,672.35,59470,100624,160094,10.23,11.05,21.3,680.54,73.3,28-Aug-2025,56900,871.8,598.45,1470.25,896,694,1590,7.9,12.17,20.1,1440.3,90.0
2025-07-24 13:18:56,10.89,24-Jul-2025,25050,25058.0,32.95,20.45,53.400000000000006,3977017,9950206,13927223,4.68,5.33,10.0,71.42,10.0,31-Jul-2025,25050,150.0,113.75,263.75,60240,137097,197337,8.7,10.11,18.8,261.45,76.7,31-Jul-2025,56900,56949.4,394.6,280.5,675.1,60420,101501,161921,10.23,11.05,21.3,679.78,70.0,28-Aug-2025,56900,882.45,595.2,1477.65,909,697,1606,7.9,12.17,20.1,1440.63,86.7
2025-07-24 13:21:18,10.89,24-Jul-2025,25050,25062.2,31.6,20.35,51.95,4036112,10044167,14080279,4.68,5.33,10.0,69.48,10.0,31-Jul-2025,25050,149.8,113.45,263.25,60747,137561,198308,8.7,10.11,18.8,261.25,73.3,31-Jul-2025,57000,56970.8,348.0,320.2,668.2,247196,300297,547493,10.27,11.06,21.3,679.24,66.7,28-Aug-2025,57000,825.0,624.1,1449.1,13145,13697,26842,7.9,12.13,20.0,1441.15,73.3
2025-07-24 13:22:42,10.89,24-Jul-2025,25050,25051.6,32.5,20.0,52.5,4091418,10154354,14245772,4.67,5.13,9.8,67.5,3.3,31-Jul-2025,25050,150.15,113.55,263.7,61223,138230,199453,8.69,10.12,18.8,261.03,70.0,31-Jul-2025,57000,56970.4,349.1,318.05,667.1500000000001,248947,301481,550428,9.59,11.54,21.1,677.87,33.3,28-Aug-2025,57000,827.0,623.05,1450.05,13231,13724,26955,7.46,12.33,19.8,1442.34,66.7
